ObjectId,Sea,Goofy Date,Date,???,Day,Month,Year,Value (in mm),Lat,Long
7075,Adriatic Sea,D06/08/2001, 06/08/2001,D,6,8,2001,-41.87,42.0,17.0
7099,Adriatic Sea,D06/17/2001, 06/17/2001,D,6,17,2001,-37.47,42.0,17.0
7123,Adriatic Sea,D06/27/2001, 06/27/2001,D,6,27,2001,-33.17,42.0,17.0
7150,Adriatic Sea,D07/07/2001, 07/07/2001,D,7,7,2001,-62.37,42.0,17.0
7175,Adriatic Sea,D07/17/2001, 07/17/2001,D,7,17,2001,-4.87,42.0,17.0
7200,Adriatic Sea,D07/27/2001, 07/27/2001,D,7,27,2001,-4.47,42.0,17.0
7225,Adriatic Sea,D08/06/2001, 08/06/2001,D,8,6,2001,31.83,42.0,17.0
7250,Adriatic Sea,D08/16/2001, 08/16/2001,D,8,16,2001,7.93,42.0,17.0
7275,Adriatic Sea,D08/26/2001, 08/26/2001,D,8,26,2001,28.23,42.0,17.0
7300,Adriatic Sea,D09/05/2001, 09/05/2001,D,9,5,2001,75.63,42.0,17.0
7321,Adriatic Sea,D09/14/2001, 09/14/2001,D,9,14,2001,79.13,42.0,17.0
7350,Adriatic Sea,D09/25/2001, 09/25/2001,D,9,25,2001,74.43,42.0,17.0
7375,Adriatic Sea,D10/05/2001, 10/05/2001,D,10,5,2001,78.23,42.0,17.0
7400,Adriatic Sea,D10/15/2001, 10/15/2001,D,10,15,2001,41.43,42.0,17.0
7425,Adriatic Sea,D10/25/2001, 10/25/2001,D,10,25,2001,124.13,42.0,17.0
7450,Adriatic Sea,D11/03/2001, 11/03/2001,D,11,3,2001,30.63,42.0,17.0
7475,Adriatic Sea,D11/13/2001, 11/13/2001,D,11,13,2001,126.83,42.0,17.0
7499,Adriatic Sea,D11/23/2001, 11/23/2001,D,11,23,2001,-25.17,42.0,17.0
7525,Adriatic Sea,D12/03/2001, 12/03/2001,D,12,3,2001,-42.77,42.0,17.0
7528,Adriatic Sea,D12/16/2001, 12/16/2001,D,12,16,2001,-14.37,42.0,17.0
7573,Adriatic Sea,D12/23/2001, 12/23/2001,D,12,23,2001,-27.47,42.0,17.0
7598,Adriatic Sea,D01/02/2002, 01/02/2002,D,1,2,2002,2.63,42.0,17.0
7622,Adriatic Sea,D01/11/2002, 01/11/2002,D,1,11,2002,-116.47,42.0,17.0
7670,Adriatic Sea,D01/21/2002, 01/21/2002,D,1,21,2002,-24.64,42.0,17.0
7673,Adriatic Sea,D01/22/2002, 01/22/2002,D,1,22,2002,-6.47,42.0,17.0
7716,Adriatic Sea,D01/31/2002, 01/31/2002,D,1,31,2002,15.26,42.0,17.0
7723,Adriatic Sea,D02/01/2002, 02/01/2002,D,2,1,2002,5.93,42.0,17.0
7772,Adriatic Sea,D02/10/2002, 02/10/2002,D,2,10,2002,-40.34,42.0,17.0
7773,Adriatic Sea,D02/10/2002, 02/10/2002,D,2,10,2002,-38.27,42.0,17.0
7822,Adriatic Sea,D02/20/2002, 02/20/2002,D,2,20,2002,14.76,42.0,17.0
7823,Adriatic Sea,D02/20/2002, 02/20/2002,D,2,20,2002,24.83,42.0,17.0
7872,Adriatic Sea,D03/02/2002, 03/02/2002,D,3,2,2002,-10.74,42.0,17.0
7873,Adriatic Sea,D03/02/2002, 03/02/2002,D,3,2,2002,-9.27,42.0,17.0
7922,Adriatic Sea,D03/12/2002, 03/12/2002,D,3,12,2002,4.06,42.0,17.0
7923,Adriatic Sea,D03/12/2002, 03/12/2002,D,3,12,2002,0.43,42.0,17.0
7972,Adriatic Sea,D03/22/2002, 03/22/2002,D,3,22,2002,-36.84,42.0,17.0
7973,Adriatic Sea,D03/22/2002, 03/22/2002,D,3,22,2002,-19.07,42.0,17.0
8022,Adriatic Sea,D04/01/2002, 04/01/2002,D,4,1,2002,-98.64,42.0,17.0
8023,Adriatic Sea,D04/01/2002, 04/01/2002,D,4,1,2002,-119.47,42.0,17.0
8072,Adriatic Sea,D04/11/2002, 04/11/2002,D,4,11,2002,-10.74,42.0,17.0
8073,Adriatic Sea,D04/11/2002, 04/11/2002,D,4,11,2002,6.63,42.0,17.0
8122,Adriatic Sea,D04/21/2002, 04/21/2002,D,4,21,2002,32.56,42.0,17.0
8123,Adriatic Sea,D04/22/2002, 04/22/2002,D,4,22,2002,31.23,42.0,17.0
8171,Adriatic Sea,D05/01/2002, 05/01/2002,D,5,1,2002,-22.54,42.0,17.0
8172,Adriatic Sea,D05/01/2002, 05/01/2002,D,5,1,2002,-32.47,42.0,17.0
8220,Adriatic Sea,D05/10/2002, 05/10/2002,D,5,10,2002,-50.74,42.0,17.0
8223,Adriatic Sea,D05/11/2002, 05/11/2002,D,5,11,2002,-67.47,42.0,17.0
8271,Adriatic Sea,D05/20/2002, 05/20/2002,D,5,20,2002,-52.74,42.0,17.0
8273,Adriatic Sea,D05/21/2002, 05/21/2002,D,5,21,2002,-67.37,42.0,17.0
8322,Adriatic Sea,D05/30/2002, 05/30/2002,D,5,30,2002,-60.94,42.0,17.0
8323,Adriatic Sea,D05/31/2002, 05/31/2002,D,5,31,2002,-20.77,42.0,17.0
8372,Adriatic Sea,D06/09/2002, 06/09/2002,D,6,9,2002,-39.54,42.0,17.0
8373,Adriatic Sea,D06/09/2002, 06/09/2002,D,6,9,2002,-39.97,42.0,17.0
8422,Adriatic Sea,D06/19/2002, 06/19/2002,D,6,19,2002,-24.17,42.0,17.0
8423,Adriatic Sea,D06/20/2002, 06/20/2002,D,6,20,2002,-22.64,42.0,17.0
8472,Adriatic Sea,D06/29/2002, 06/29/2002,D,6,29,2002,-68.14,42.0,17.0
8473,Adriatic Sea,D06/29/2002, 06/29/2002,D,6,29,2002,-29.77,42.0,17.0
8498,Adriatic Sea,D07/09/2002, 07/09/2002,D,7,9,2002,-59.54,42.0,17.0
8520,Adriatic Sea,D07/18/2002, 07/18/2002,D,7,18,2002,-18.94,42.0,17.0
8548,Adriatic Sea,D07/19/2002, 07/19/2002,D,7,19,2002,-10.47,42.0,17.0
8590,Adriatic Sea,D07/28/2002, 07/28/2002,D,7,28,2002,5.63,42.0,17.0
8598,Adriatic Sea,D07/29/2002, 07/29/2002,D,7,29,2002,22.06,42.0,17.0
8642,Adriatic Sea,D08/07/2002, 08/07/2002,D,8,7,2002,36.33,42.0,17.0
8648,Adriatic Sea,D08/08/2002, 08/08/2002,D,8,8,2002,51.96,42.0,17.0
8697,Adriatic Sea,D08/18/2002, 08/18/2002,D,8,18,2002,3.36,42.0,17.0
8698,Adriatic Sea,D08/19/2002, 08/19/2002,D,8,19,2002,-4.37,42.0,17.0
8747,Adriatic Sea,D08/29/2002, 08/29/2002,D,8,29,2002,13.76,42.0,17.0
8748,Adriatic Sea,D08/29/2002, 08/29/2002,D,8,29,2002,58.43,42.0,17.0
8797,Adriatic Sea,D09/06/2002, 09/06/2002,D,9,6,2002,22.23,42.0,17.0
8798,Adriatic Sea,D09/07/2002, 09/07/2002,D,9,7,2002,66.46,42.0,17.0
8842,Adriatic Sea,D09/16/2002, 09/16/2002,D,9,16,2002,84.23,42.0,17.0
8848,Adriatic Sea,D09/17/2002, 09/17/2002,D,9,17,2002,78.36,42.0,17.0
8852,Adriatic Sea,D09/24/2002, 09/24/2002,D,9,24,2002,133.43,42.0,17.0
8898,Adriatic Sea,D09/27/2002, 09/27/2002,D,9,27,2002,112.56,42.0,17.0
8901,Adriatic Sea,D10/04/2002, 10/04/2002,D,10,4,2002,24.63,42.0,17.0
8948,Adriatic Sea,D10/06/2002, 10/06/2002,D,10,6,2002,17.36,42.0,17.0
8955,Adriatic Sea,D10/14/2002, 10/14/2002,D,10,14,2002,134.53,42.0,17.0
8998,Adriatic Sea,D10/16/2002, 10/16/2002,D,10,16,2002,134.46,42.0,17.0
9006,Adriatic Sea,D10/24/2002, 10/24/2002,D,10,24,2002,101.73,42.0,17.0
9013,Adriatic Sea,D10/25/2002, 10/25/2002,D,10,25,2002,67.96,42.0,17.0
9058,Adriatic Sea,D11/03/2002, 11/03/2002,D,11,3,2002,48.33,42.0,17.0
9098,Adriatic Sea,D11/05/2002, 11/05/2002,D,11,5,2002,21.76,42.0,17.0
9115,Adriatic Sea,D11/13/2002, 11/13/2002,D,11,13,2002,141.23,42.0,17.0
9148,Adriatic Sea,D11/15/2002, 11/15/2002,D,11,15,2002,141.46,42.0,17.0
9182,Adriatic Sea,D11/24/2002, 11/24/2002,D,11,24,2002,202.46,42.0,17.0
9183,Adriatic Sea,D11/24/2002, 11/24/2002,D,11,24,2002,228.53,42.0,17.0
9222,Adriatic Sea,D12/03/2002, 12/03/2002,D,12,3,2002,155.93,42.0,17.0
9248,Adriatic Sea,D12/05/2002, 12/05/2002,D,12,5,2002,112.96,42.0,17.0
9249,Adriatic Sea,D12/12/2002, 12/12/2002,D,12,12,2002,100.13,42.0,17.0
9298,Adriatic Sea,D12/15/2002, 12/15/2002,D,12,15,2002,119.06,42.0,17.0
9299,Adriatic Sea,D12/22/2002, 12/22/2002,D,12,22,2002,42.23,42.0,17.0
9348,Adriatic Sea,D12/25/2002, 12/25/2002,D,12,25,2002,95.26,42.0,17.0
9377,Adriatic Sea,D01/02/2003, 01/02/2003,D,1,2,2003,130.33,42.0,17.0
9398,Adriatic Sea,D01/03/2003, 01/03/2003,D,1,3,2003,181.46,42.0,17.0
9403,Adriatic Sea,D01/11/2003, 01/11/2003,D,1,11,2003,88.73,42.0,17.0
9446,Adriatic Sea,D01/13/2003, 01/13/2003,D,1,13,2003,108.06,42.0,17.0
9456,Adriatic Sea,D01/21/2003, 01/21/2003,D,1,21,2003,1.83,42.0,17.0
9497,Adriatic Sea,D01/23/2003, 01/23/2003,D,1,23,2003,-2.44,42.0,17.0
9511,Adriatic Sea,D02/01/2003, 02/01/2003,D,2,1,2003,-5.54,42.0,17.0
9531,Adriatic Sea,D02/01/2003, 02/01/2003,D,2,1,2003,-3.37,42.0,17.0
9558,Adriatic Sea,D02/10/2003, 02/10/2003,D,2,10,2003,-58.57,42.0,17.0
9598,Adriatic Sea,D02/12/2003, 02/12/2003,D,2,12,2003,-35.64,42.0,17.0
9608,Adriatic Sea,D02/20/2003, 02/20/2003,D,2,20,2003,-76.27,42.0,17.0
9648,Adriatic Sea,D02/22/2003, 02/22/2003,D,2,22,2003,-72.44,42.0,17.0
9664,Adriatic Sea,D03/02/2003, 03/02/2003,D,3,2,2003,-53.77,42.0,17.0
9698,Adriatic Sea,D03/04/2003, 03/04/2003,D,3,4,2003,-67.54,42.0,17.0
9718,Adriatic Sea,D03/12/2003, 03/12/2003,D,3,12,2003,-68.07,42.0,17.0
9737,Adriatic Sea,D03/13/2003, 03/13/2003,D,3,13,2003,-93.74,42.0,17.0
9750,Adriatic Sea,D03/21/2003, 03/21/2003,D,3,21,2003,-149.07,42.0,17.0
9794,Adriatic Sea,D03/23/2003, 03/23/2003,D,3,23,2003,-113.14,42.0,17.0
9822,Adriatic Sea,D04/01/2003, 04/01/2003,D,4,1,2003,-100.57,42.0,17.0
9848,Adriatic Sea,D04/03/2003, 04/03/2003,D,4,3,2003,-71.74,42.0,17.0
9849,Adriatic Sea,D04/10/2003, 04/10/2003,D,4,10,2003,-50.17,42.0,17.0
9898,Adriatic Sea,D04/14/2003, 04/14/2003,D,4,14,2003,-47.34,42.0,17.0
9923,Adriatic Sea,D04/21/2003, 04/21/2003,D,4,21,2003,-47.57,42.0,17.0
9946,Adriatic Sea,D04/22/2003, 04/22/2003,D,4,22,2003,-71.94,42.0,17.0
9951,Adriatic Sea,D04/30/2003, 04/30/2003,D,4,30,2003,-57.47,42.0,17.0
9997,Adriatic Sea,D05/02/2003, 05/02/2003,D,5,2,2003,-37.94,42.0,17.0
10047,Adriatic Sea,D05/12/2003, 05/12/2003,D,5,12,2003,-63.14,42.0,17.0
10048,Adriatic Sea,D05/12/2003, 05/12/2003,D,5,12,2003,-77.87,42.0,17.0
10054,Adriatic Sea,D05/20/2003, 05/20/2003,D,5,20,2003,-74.67,42.0,17.0
10097,Adriatic Sea,D05/22/2003, 05/22/2003,D,5,22,2003,-78.64,42.0,17.0
10108,Adriatic Sea,D05/30/2003, 05/30/2003,D,5,30,2003,-49.47,42.0,17.0
10148,Adriatic Sea,D06/01/2003, 06/01/2003,D,6,1,2003,-18.54,42.0,17.0
10149,Adriatic Sea,D06/08/2003, 06/08/2003,D,6,8,2003,-48.57,42.0,17.0
10170,Adriatic Sea,D06/10/2003, 06/10/2003,D,6,10,2003,-66.94,42.0,17.0
10231,Adriatic Sea,D06/20/2003, 06/20/2003,D,6,20,2003,-51.54,42.0,17.0
10248,Adriatic Sea,D06/21/2003, 06/21/2003,D,6,21,2003,-30.37,42.0,17.0
10268,Adriatic Sea,D06/29/2003, 06/29/2003,D,6,29,2003,7.03,42.0,17.0
10298,Adriatic Sea,D07/01/2003, 07/01/2003,D,7,1,2003,-21.04,42.0,17.0
10320,Adriatic Sea,D07/10/2003, 07/10/2003,D,7,10,2003,-46.24,42.0,17.0
10348,Adriatic Sea,D07/19/2003, 07/19/2003,D,7,19,2003,-17.37,42.0,17.0
10373,Adriatic Sea,D07/21/2003, 07/21/2003,D,7,21,2003,12.16,42.0,17.0
10398,Adriatic Sea,D07/30/2003, 07/30/2003,D,7,30,2003,1.06,42.0,17.0
10401,Adriatic Sea,D08/01/2003, 08/01/2003,D,8,1,2003,-24.17,42.0,17.0
10425,Adriatic Sea,D08/08/2003, 08/08/2003,D,8,8,2003,-27.04,42.0,17.0
10450,Adriatic Sea,D08/08/2003, 08/08/2003,D,8,8,2003,19.43,42.0,17.0
10500,Adriatic Sea,D08/18/2003, 08/18/2003,D,8,18,2003,21.63,42.0,17.0
10523,Adriatic Sea,D08/19/2003, 08/19/2003,D,8,19,2003,44.36,42.0,17.0
10526,Adriatic Sea,D08/27/2003, 08/27/2003,D,8,27,2003,49.03,42.0,17.0
10573,Adriatic Sea,D08/30/2003, 08/30/2003,D,8,30,2003,44.56,42.0,17.0
10577,Adriatic Sea,D09/06/2003, 09/06/2003,D,9,6,2003,23.03,42.0,17.0
10623,Adriatic Sea,D09/08/2003, 09/08/2003,D,9,8,2003,20.26,42.0,17.0
10630,Adriatic Sea,D09/16/2003, 09/16/2003,D,9,16,2003,16.63,42.0,17.0
10636,Adriatic Sea,D09/17/2003, 09/17/2003,D,9,17,2003,8.66,42.0,17.0
10706,Adriatic Sea,D09/27/2003, 09/27/2003,D,9,27,2003,25.23,42.0,17.0
10723,Adriatic Sea,D09/28/2003, 09/28/2003,D,9,28,2003,29.46,42.0,17.0
10744,Adriatic Sea,D10/06/2003, 10/06/2003,D,10,6,2003,82.73,42.0,17.0
10773,Adriatic Sea,D10/08/2003, 10/08/2003,D,10,8,2003,88.06,42.0,17.0
10793,Adriatic Sea,D10/16/2003, 10/16/2003,D,10,16,2003,37.33,42.0,17.0
10823,Adriatic Sea,D10/19/2003, 10/19/2003,D,10,19,2003,19.46,42.0,17.0
10824,Adriatic Sea,D10/25/2003, 10/25/2003,D,10,25,2003,89.43,42.0,17.0
10873,Adriatic Sea,D10/28/2003, 10/28/2003,D,10,28,2003,71.96,42.0,17.0
10874,Adriatic Sea,D11/04/2003, 11/04/2003,D,11,4,2003,149.33,42.0,17.0
10923,Adriatic Sea,D11/07/2003, 11/07/2003,D,11,7,2003,146.66,42.0,17.0
10944,Adriatic Sea,D11/14/2003, 11/14/2003,D,11,14,2003,48.83,42.0,17.0
10972,Adriatic Sea,D11/16/2003, 11/16/2003,D,11,16,2003,40.46,42.0,17.0
10974,Adriatic Sea,D11/29/2003, 11/29/2003,D,11,29,2003,54.76,42.0,17.0
10997,Adriatic Sea,D11/29/2003, 11/29/2003,D,11,29,2003,103.23,42.0,17.0
11021,Adriatic Sea,D12/02/2003, 12/02/2003,D,12,2,2003,94.83,42.0,17.0
11070,Adriatic Sea,D12/06/2003, 12/06/2003,D,12,6,2003,113.06,42.0,17.0
11074,Adriatic Sea,D12/14/2003, 12/14/2003,D,12,14,2003,24.23,42.0,17.0
11120,Adriatic Sea,D12/16/2003, 12/16/2003,D,12,16,2003,34.46,42.0,17.0
11126,Adriatic Sea,D12/24/2003, 12/24/2003,D,12,24,2003,41.83,42.0,17.0
11170,Adriatic Sea,D12/26/2003, 12/26/2003,D,12,26,2003,43.36,42.0,17.0
11178,Adriatic Sea,D01/03/2004, 01/03/2004,D,1,3,2004,15.23,42.0,17.0
11220,Adriatic Sea,D01/05/2004, 01/05/2004,D,1,5,2004,59.86,42.0,17.0
11231,Adriatic Sea,D01/13/2004, 01/13/2004,D,1,13,2004,-56.57,42.0,17.0
11270,Adriatic Sea,D01/15/2004, 01/15/2004,D,1,15,2004,-16.74,42.0,17.0
11310,Adriatic Sea,D01/24/2004, 01/24/2004,D,1,24,2004,6.13,42.0,17.0
11320,Adriatic Sea,D01/25/2004, 01/25/2004,D,1,25,2004,32.66,42.0,17.0
11338,Adriatic Sea,D02/02/2004, 02/02/2004,D,2,2,2004,23.43,42.0,17.0
11357,Adriatic Sea,D02/03/2004, 02/03/2004,D,2,3,2004,37.66,42.0,17.0
11395,Adriatic Sea,D02/12/2004, 02/12/2004,D,2,12,2004,-64.14,42.0,17.0
11397,Adriatic Sea,D02/12/2004, 02/12/2004,D,2,12,2004,-96.27,42.0,17.0
11421,Adriatic Sea,D02/22/2004, 02/22/2004,D,2,22,2004,-2.87,42.0,17.0
11470,Adriatic Sea,D02/25/2004, 02/25/2004,D,2,25,2004,37.76,42.0,17.0
11493,Adriatic Sea,D03/03/2004, 03/03/2004,D,3,3,2004,43.03,42.0,17.0
11520,Adriatic Sea,D03/05/2004, 03/05/2004,D,3,5,2004,62.76,42.0,17.0
11546,Adriatic Sea,D03/13/2004, 03/13/2004,D,3,13,2004,-0.17,42.0,17.0
11570,Adriatic Sea,D03/15/2004, 03/15/2004,D,3,15,2004,-27.24,42.0,17.0
11596,Adriatic Sea,D03/23/2004, 03/23/2004,D,3,23,2004,-113.47,42.0,17.0
11617,Adriatic Sea,D03/24/2004, 03/24/2004,D,3,24,2004,-136.14,42.0,17.0
11645,Adriatic Sea,D04/02/2004, 04/02/2004,D,4,2,2004,-45.27,42.0,17.0
11667,Adriatic Sea,D04/03/2004, 04/03/2004,D,4,3,2004,-17.84,42.0,17.0
11671,Adriatic Sea,D04/11/2004, 04/11/2004,D,4,11,2004,-51.87,42.0,17.0
11718,Adriatic Sea,D04/13/2004, 04/13/2004,D,4,13,2004,-36.84,42.0,17.0
11721,Adriatic Sea,D04/21/2004, 04/21/2004,D,4,21,2004,-61.67,42.0,17.0
11769,Adriatic Sea,D04/23/2004, 04/23/2004,D,4,23,2004,-47.34,42.0,17.0
11773,Adriatic Sea,D05/01/2004, 05/01/2004,D,5,1,2004,2.33,42.0,17.0
11819,Adriatic Sea,D05/03/2004, 05/03/2004,D,5,3,2004,2.86,42.0,17.0
11823,Adriatic Sea,D05/11/2004, 05/11/2004,D,5,11,2004,36.53,42.0,17.0
11870,Adriatic Sea,D05/13/2004, 05/13/2004,D,5,13,2004,34.56,42.0,17.0
11878,Adriatic Sea,D05/21/2004, 05/21/2004,D,5,21,2004,-47.17,42.0,17.0
11920,Adriatic Sea,D05/23/2004, 05/23/2004,D,5,23,2004,-54.84,42.0,17.0
11945,Adriatic Sea,D06/02/2004, 06/02/2004,D,6,2,2004,-27.94,42.0,17.0
11970,Adriatic Sea,D06/12/2004, 06/12/2004,D,6,12,2004,-53.04,42.0,17.0
11978,Adriatic Sea,D06/20/2004, 06/20/2004,D,6,20,2004,-13.47,42.0,17.0
12020,Adriatic Sea,D06/22/2004, 06/22/2004,D,6,22,2004,-4.54,42.0,17.0
12047,Adriatic Sea,D07/01/2004, 07/01/2004,D,7,1,2004,-4.64,42.0,17.0
12060,Adriatic Sea,D07/01/2004, 07/01/2004,D,7,1,2004,-0.77,42.0,17.0
12072,Adriatic Sea,D07/09/2004, 07/09/2004,D,7,9,2004,-24.97,42.0,17.0
12120,Adriatic Sea,D07/12/2004, 07/12/2004,D,7,12,2004,-46.44,42.0,17.0
12154,Adriatic Sea,D07/21/2004, 07/21/2004,D,7,21,2004,-23.67,42.0,17.0
12170,Adriatic Sea,D07/23/2004, 07/23/2004,D,7,23,2004,-23.14,42.0,17.0
12219,Adriatic Sea,D08/01/2004, 08/01/2004,D,8,1,2004,16.36,42.0,17.0
12220,Adriatic Sea,D08/01/2004, 08/01/2004,D,8,1,2004,16.13,42.0,17.0
12221,Adriatic Sea,D08/08/2004, 08/08/2004,D,8,8,2004,2.63,42.0,17.0
12270,Adriatic Sea,D08/11/2004, 08/11/2004,D,8,11,2004,47.46,42.0,17.0
12294,Adriatic Sea,D08/19/2004, 08/19/2004,D,8,19,2004,64.53,42.0,17.0
12315,Adriatic Sea,D08/20/2004, 08/20/2004,D,8,20,2004,54.76,42.0,17.0
12321,Adriatic Sea,D08/28/2004, 08/28/2004,D,8,28,2004,9.53,42.0,17.0
12370,Adriatic Sea,D08/31/2004, 08/31/2004,D,8,31,2004,2.16,42.0,17.0
12371,Adriatic Sea,D09/07/2004, 09/07/2004,D,9,7,2004,25.43,42.0,17.0
12418,Adriatic Sea,D09/09/2004, 09/09/2004,D,9,9,2004,32.66,42.0,17.0
12423,Adriatic Sea,D09/17/2004, 09/17/2004,D,9,17,2004,-7.77,42.0,17.0
12470,Adriatic Sea,D09/19/2004, 09/19/2004,D,9,19,2004,39.96,42.0,17.0
12474,Adriatic Sea,D09/28/2004, 09/28/2004,D,9,28,2004,92.36,42.0,17.0
12519,Adriatic Sea,D09/29/2004, 09/29/2004,D,9,29,2004,94.13,42.0,17.0
12525,Adriatic Sea,D10/07/2004, 10/07/2004,D,10,7,2004,64.23,42.0,17.0
12570,Adriatic Sea,D10/10/2004, 10/10/2004,D,10,10,2004,62.46,42.0,17.0
12575,Adriatic Sea,D10/17/2004, 10/17/2004,D,10,17,2004,82.93,42.0,17.0
12619,Adriatic Sea,D10/19/2004, 10/19/2004,D,10,19,2004,109.46,42.0,17.0
12666,Adriatic Sea,D10/29/2004, 10/29/2004,D,10,29,2004,87.86,42.0,17.0
12667,Adriatic Sea,D10/29/2004, 10/29/2004,D,10,29,2004,105.83,42.0,17.0
12680,Adriatic Sea,D11/06/2004, 11/06/2004,D,11,6,2004,126.73,42.0,17.0
12720,Adriatic Sea,D11/08/2004, 11/08/2004,D,11,8,2004,129.26,42.0,17.0
12728,Adriatic Sea,D11/16/2004, 11/16/2004,D,11,16,2004,102.43,42.0,17.0
12769,Adriatic Sea,D11/18/2004, 11/18/2004,D,11,18,2004,110.86,42.0,17.0
12784,Adriatic Sea,D11/26/2004, 11/26/2004,D,11,26,2004,-12.07,42.0,17.0
12819,Adriatic Sea,D11/28/2004, 11/28/2004,D,11,28,2004,-0.24,42.0,17.0
12835,Adriatic Sea,D12/06/2004, 12/06/2004,D,12,6,2004,19.13,42.0,17.0
12869,Adriatic Sea,D12/08/2004, 12/08/2004,D,12,8,2004,64.46,42.0,17.0
12875,Adriatic Sea,D12/15/2004, 12/15/2004,D,12,15,2004,-24.37,42.0,17.0
12919,Adriatic Sea,D12/19/2004, 12/19/2004,D,12,19,2004,0.76,42.0,17.0
12920,Adriatic Sea,D12/25/2004, 12/25/2004,D,12,25,2004,32.83,42.0,17.0
12968,Adriatic Sea,D12/28/2004, 12/28/2004,D,12,28,2004,76.36,42.0,17.0
12970,Adriatic Sea,D01/04/2005, 01/04/2005,D,1,4,2005,-4.37,42.0,17.0
13019,Adriatic Sea,D01/07/2005, 01/07/2005,D,1,7,2005,-13.14,42.0,17.0
13022,Adriatic Sea,D01/14/2005, 01/14/2005,D,1,14,2005,-119.87,42.0,17.0
13068,Adriatic Sea,D01/17/2005, 01/17/2005,D,1,17,2005,-79.54,42.0,17.0
13072,Adriatic Sea,D01/24/2005, 01/24/2005,D,1,24,2005,-13.67,42.0,17.0
13116,Adriatic Sea,D01/26/2005, 01/26/2005,D,1,26,2005,44.36,42.0,17.0
13120,Adriatic Sea,D02/03/2005, 02/03/2005,D,2,3,2005,15.33,42.0,17.0
13168,Adriatic Sea,D02/05/2005, 02/05/2005,D,2,5,2005,27.06,42.0,17.0
13175,Adriatic Sea,D02/13/2005, 02/13/2005,D,2,13,2005,-104.37,42.0,17.0
13218,Adriatic Sea,D02/15/2005, 02/15/2005,D,2,15,2005,-124.04,42.0,17.0
13224,Adriatic Sea,D02/23/2005, 02/23/2005,D,2,23,2005,-29.57,42.0,17.0
13269,Adriatic Sea,D02/25/2005, 02/25/2005,D,2,25,2005,10.66,42.0,17.0
13270,Adriatic Sea,D03/04/2005, 03/04/2005,D,3,4,2005,-23.17,42.0,17.0
13316,Adriatic Sea,D03/07/2005, 03/07/2005,D,3,7,2005,2.56,42.0,17.0
13334,Adriatic Sea,D03/16/2005, 03/16/2005,D,3,16,2005,15.16,42.0,17.0
13352,Adriatic Sea,D03/16/2005, 03/16/2005,D,3,16,2005,-61.27,42.0,17.0
13388,Adriatic Sea,D03/25/2005, 03/25/2005,D,3,25,2005,-62.27,42.0,17.0
13419,Adriatic Sea,D03/28/2005, 03/28/2005,D,3,28,2005,-27.74,42.0,17.0
13437,Adriatic Sea,D04/04/2005, 04/04/2005,D,4,4,2005,-72.97,42.0,17.0
13469,Adriatic Sea,D04/06/2005, 04/06/2005,D,4,6,2005,-33.74,42.0,17.0
13492,Adriatic Sea,D04/14/2005, 04/14/2005,D,4,14,2005,-53.47,42.0,17.0
13519,Adriatic Sea,D04/16/2005, 04/16/2005,D,4,16,2005,-12.44,42.0,17.0
13563,Adriatic Sea,D04/25/2005, 04/25/2005,D,4,25,2005,-16.84,42.0,17.0
13568,Adriatic Sea,D04/25/2005, 04/25/2005,D,4,25,2005,16.33,42.0,17.0
13593,Adriatic Sea,D05/04/2005, 05/04/2005,D,5,4,2005,-66.67,42.0,17.0
13619,Adriatic Sea,D05/06/2005, 05/06/2005,D,5,6,2005,-34.34,42.0,17.0
13620,Adriatic Sea,D05/13/2005, 05/13/2005,D,5,13,2005,-50.27,42.0,17.0
13669,Adriatic Sea,D05/15/2005, 05/15/2005,D,5,15,2005,-36.84,42.0,17.0
13671,Adriatic Sea,D05/23/2005, 05/23/2005,D,5,23,2005,-86.97,42.0,17.0
13716,Adriatic Sea,D05/25/2005, 05/25/2005,D,5,25,2005,-78.54,42.0,17.0
13720,Adriatic Sea,D06/02/2005, 06/02/2005,D,6,2,2005,-81.07,42.0,17.0
13769,Adriatic Sea,D06/05/2005, 06/05/2005,D,6,5,2005,-66.84,42.0,17.0
13772,Adriatic Sea,D06/12/2005, 06/12/2005,D,6,12,2005,-38.37,42.0,17.0
13819,Adriatic Sea,D06/14/2005, 06/14/2005,D,6,14,2005,-20.74,42.0,17.0
13823,Adriatic Sea,D06/22/2005, 06/22/2005,D,6,22,2005,15.73,42.0,17.0
13831,Adriatic Sea,D06/23/2005, 06/23/2005,D,6,23,2005,-16.84,42.0,17.0
13879,Adriatic Sea,D07/02/2005, 07/02/2005,D,7,2,2005,-0.37,42.0,17.0
13919,Adriatic Sea,D07/05/2005, 07/05/2005,D,7,5,2005,-9.54,42.0,17.0
13932,Adriatic Sea,D07/12/2005, 07/12/2005,D,7,12,2005,-45.47,42.0,17.0
13969,Adriatic Sea,D07/14/2005, 07/14/2005,D,7,14,2005,-16.84,42.0,17.0
13991,Adriatic Sea,D07/22/2005, 07/22/2005,D,7,22,2005,-29.27,42.0,17.0
14019,Adriatic Sea,D07/24/2005, 07/24/2005,D,7,24,2005,5.36,42.0,17.0
14039,Adriatic Sea,D08/01/2005, 08/01/2005,D,8,1,2005,22.63,42.0,17.0
14069,Adriatic Sea,D08/04/2005, 08/04/2005,D,8,4,2005,14.26,42.0,17.0
